;1;1.01;1.01.01;1.01.01.01;1.01.01.02;1.01.01.03;1.01.01.04;1.01.01.05;1.01.02;1.01.02.01;1.01.02.01.01;1.01.02.01.02;1.01.02.01.03;1.01.02.01.04;1.01.02.01.05;1.01.02.01.06;1.01.02.01.07;1.01.02.01.08;1.01.02.01.09;1.01.02.02;1.01.02.02.01;1.01.02.02.02;1.01.02.03;1.01.02.03.01;1.01.03;1.01.03.01;1.01.03.01.01;1.01.03.01.02;1.01.03.01.03;1.01.03.01.04;1.01.03.01.05;1.01.03.01.06;1.01.03.01.07;1.01.03.01.08;1.01.03.01.09;1.01.03.02;1.01.03.02.01;1.01.03.02.02;1.01.03.02.03;1.01.03.02.04;1.01.03.02.05;1.01.03.02.06;1.01.03.02.07;1.01.03.02.08;1.01.03.02.09;1.01.03.02.10;1.01.03.02.15;1.01.03.02.20;1.01.03.03;1.01.03.04;1.01.04;1.01.04.01;1.01.04.02;1.01.04.03;1.01.04.04;1.01.04.05;1.01.04.06;1.01.04.07;1.01.04.08;1.01.04.09;1.01.04.10;1.01.04.11;1.01.04.19;1.01.04.20;1.01.05;1.01.06;1.01.06.01;1.01.06.01.01;1.01.06.01.02;1.01.06.01.03;1.01.06.01.04;1.01.06.01.05;1.01.06.01.06;1.01.07;1.01.07.01;1.01.07.02;1.01.07.03;1.01.07.20;1.01.08;1.01.08.01;1.01.08.01.01;1.01.08.01.02;1.01.08.01.03;1.01.08.01.04;1.01.08.01.05;1.01.08.01.06;1.01.08.01.07;1.01.08.01.08;1.01.08.01.20;1.01.08.02;1.01.08.02.01;1.01.08.02.02;1.01.08.03;1.01.08.03.01;1.01.08.03.02;1.01.08.03.03;1.01.08.03.04;1.01.08.03.05;1.01.08.03.06;1.01.08.03.07;1.01.08.03.08;1.01.08.03.09;1.01.08.03.10;1.01.08.03.11;1.01.08.03.16;1.01.08.03.17;1.01.08.03.18;1.01.08.03.19;1.01.08.03.20;1.01.08.04;1.01.09;1.01.09.01;1.01.09.01.01;1.01.09.01.02;1.01.09.01.03;1.01.09.02;1.01.09.03;1.01.09.03.01;1.01.09.03.02;1.01.09.03.03;1.01.09.03.04;1.01.09.03.05;1.01.09.03.06;1.02;1.02.01;1.02.01.01;1.02.01.01.01;1.02.01.01.02;1.02.01.01.03;1.02.01.01.04;1.02.01.01.05;1.02.01.01.06;1.02.01.01.07;1.02.01.01.08;1.02.01.01.09;1.02.01.01.10;1.02.01.02;1.02.01.02.01;1.02.01.02.02;1.02.01.02.03;1.02.01.02.04;1.02.01.03;1.02.01.03.01;1.02.01.03.02;1.02.01.03.03;1.02.01.04;1.02.01.04.01;1.02.01.04.02;1.02.01.04.03;1.02.01.04.04;1.02.01.04.05;1.02.01.04.06;1.02.01.05;1.02.01.05.01;1.02.01.05.02;1.02.01.06;1.02.01.06.01;1.02.01.06.02;1.02.01.06.03;1.02.01.06.04;1.02.01.07;1.02.01.07.01;1.02.01.07.02;1.02.01.07.03;1.02.01.07.04;1.02.01.08;1.02.01.08.01;1.02.01.08.03;1.02.01.08.04;1.02.01.09;1.02.01.09.01;1.02.01.09.02;1.02.01.09.03;1.02.01.09.04;1.02.01.09.05;1.02.01.09.06;1.02.01.09.07;1.02.01.09.08;1.02.01.09.09;1.02.01.09.10;1.02.01.09.11;1.02.01.09.12;1.02.01.09.13;1.02.01.09.14;1.02.01.09.15;1.02.01.09.16;1.02.01.09.17;1.02.01.09.20;1.02.01.10;1.02.01.10.01;1.02.01.10.02;1.02.01.10.03;1.02.01.10.04;1.02.01.10.05;1.02.01.10.06;1.02.01.10.07;1.02.01.10.08;1.02.01.10.09;1.02.01.10.10;1.02.01.10.11;1.02.01.10.12;1.02.01.10.13;1.02.01.10.14;1.02.01.10.15;1.02.01.10.16;1.02.01.10.17;1.02.01.10.18;1.02.01.10.19;1.02.01.10.20;1.02.01.11;1.02.01.11.01;1.02.01.11.02;1.02.01.11.03;1.02.02;1.02.02.01;1.02.02.01.01;1.02.02.01.02;1.02.02.01.04;1.02.02.01.05;1.02.02.01.06;1.02.02.01.07;1.02.02.02;1.02.02.02.01;1.02.02.02.02;1.02.02.02.03;1.02.02.02.04;1.02.02.02.05;1.02.02.02.06;1.02.02.02.15;1.02.03;1.02.03.01;1.02.03.01.01;1.02.03.01.02;1.02.03.01.03;1.02.03.01.04;1.02.03.01.05;1.02.03.01.06;1.02.03.01.07;1.02.03.01.08;1.02.03.01.09;1.02.03.01.10;1.02.03.01.11;1.02.03.01.12;1.02.03.01.13;1.02.03.01.14;1.02.03.01.19;1.02.03.01.20;1.02.03.02;1.02.03.02.01;1.02.03.03;1.02.03.03.01;1.02.03.03.02;1.02.03.03.03;1.02.03.03.04;1.02.03.04;1.02.03.05;1.02.03.06;1.02.03.07;1.02.03.08;1.02.04;1.02.04.01;1.02.04.01.01;1.02.04.01.02;1.02.04.01.03;1.02.04.01.04;1.02.04.01.05;1.02.04.01.06;1.02.04.01.07;1.02.04.01.08;1.02.04.01.09;1.02.04.01.10;1.02.04.01.11;1.02.04.01.12;1.02.04.01.19;1.02.04.01.20;1.02.04.02;1.02.04.02.01;1.02.04.02.02;1.02.04.02.03;1.02.04.02.04;1.02.04.02.05;1.02.04.02.06;1.02.04.02.07;1.02.04.02.08;1.02.04.02.09;1.02.04.02.10;1.03;1.03.01;1.03.02;1.03.03;1.03.04;1.03.05;1.03.06;1.04;1.04.01;1.04.02;1.04.03;1.04.04;1.04.05;1.05;1.05.01;1.05.02;1.05.03;1.05.03.01;1.05.03.02;1.05.03.03;1.05.03.04;1.05.03.05;1.05.04;1.06;1.06.01;1.06.01.01;1.06.02;1.06.02.01;1.07;1.07.01;1.07.02;1.07.03;1.07.04;1.07.05;1.07.06;1.08;1.08.01;1.08.01.01;1.08.01.02;1.08.02;ano;cvm;empresa_descr
valores;9.104.767;118.589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.807.632;3.807.632;3.381.904;;;;;;;;;;;425.728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.928.360;;;;;;;134.664;134.664;;;;;103.001;35.404;;67.597;;;;;;;;;;;;9.229;9.229;;;;;;3.292;3.292;;;;2010;20567;PINE
valores;44.529.225;14.740.201;1.865.925;;;;;;2.197.908;2.197.908;;;;;;;;;;;;;;;3.904.483;3.904.483;4.051.177;-146.694;;;;;;;;;;;;;;;;;;;;;;;4.711.938;;;;;;;;;;;;;;;1.416.809;1.416.809;;;;;;;109.140;;;;;533.998;;;;;;;;;;;;;;533.998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.789.024;1.899.315;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.685;;;;;;;;;;;;;332.679;;332.679;;1.135.951;;;519.643;616.308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.122;3.122;;;3.122;;;;;;;;;;;;15.219.343;14.414.856;14.417.027;-2.171;;;;;;;;;;;;;;;;;804.487;;;;;;;;;;12.667.244;12.667.244;;11.337.087;649.266;17.666;50.589;608.130;4.506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20575;JBS
valores;2.146.714;1.178.692;602.130;602.130;;;;;44.403;44.403;;44.403;;;;;;;;;;;;;330.599;;;;;;;;;;;330.599;;;;;;;;;;;;;;;151.027;151.027;;;;;;;;;;;;;;12.906;12.906;;;;;;;20.270;20.270;;;;17.357;;;;;;;;;;;;;;17.357;17.357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;968.022;348.879;28.713;;28.713;;;;;;;;;;;;;;101.276;;101.276;;170.018;170.018;;;;;;;;;14.016;14.016;;;;;;;;;4.266;0;;4.266;30.590;;;30.590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;347.639;;;;;;;;347.639;;;;;;;;105.059;105.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;166.445;166.445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20605;JHSF PART
valores;888.811;625.025;161.670;;;;;;127.252;127.252;;;127.252;;;;;;;;;;;;196.182;196.182;;;;;;;;;;;;;;;;;;;;;;;;;115.477;;;;;;;;;;;;;;;14.509;;;;;;;;;;;;;9.935;;;;;;;;;;;;;;9.935;0;9.935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;263.786;21.891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.822;13.822;;;;;;;;;;;;;8.069;;;8.069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141.720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20613;METALFRIO
valores;2.022.844;1.196.364;44.476;;;;;;132.452;132.452;132.452;;;;;;;;;;;;;;387.256;387.256;;;;;;;;;;;;;;;;;;;;;;;;;474.510;;;;;;;;;;;;;;;127.234;127.234;127.021;213;;;;;;;;;;30.436;30.436;30.436;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;826.480;348.517;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;47.304;47.304;;;;;;;;;;;;;301.213;;;160.525;19.703;102.192;14.840;715;3.238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;;;12;;;;;;;;;;;;471.794;450.850;;;;;;;;;;;;;;;;;;;20.944;;;;;;;;;;6.157;6.157;;6.157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20621;FER HERINGER
valores;814.146;471.059;31.764;;;;;;33.417;33.417;;;33.417;;;;;;;;;;;;283.523;186.320;;;;;;;;;;97.203;11.197;84.534;1.472;;;;;;;;;;;;101.008;101.008;;;;;;;;;;;;;;;;;;;;;;235;;;;;21.112;;;;;;;;;;;;;;21.112;1.523;6.547;2.928;10.114;;;;;;;;;;;;;;;;;;;;;;;;;;;343.087;332.862;;;;;;;;;;;;;;;;;276.888;248.196;28.692;;44.318;44.318;;;;;;;;;10.876;10.876;;;;;;;;;780;780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.169;10.169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20630;CR2
valores;2.524.188;1.574.933;190.025;;;;;;;;;;;;;;;;;;;;;;806.405;806.405;;;;;;;;;;;;;;;;;;;;;;;;;512.636;512.636;;;;;;;;;;;;;;6.960;6.960;;;;;;;6.989;6.989;;;;51.918;;;;;;;;;;;;;;51.918;51.918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;949.255;881.233;25.408;;;25.408;;;;;;;;;;;;;87.037;87.037;;;687.388;687.388;;;;;;;;;;;;;;3.207;3.207;;;;258;;;258;77.935;;;50.335;27.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.015;45.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.007;23.007;;8.380;14.627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20702;VIVER
valores;1.146.524;209.355;16.514;16.514;;;;;48.440;48.440;;;;;;;;;;;;;;;102.913;61.996;;;;;;;;;;40.917;16.614;18.970;5.333;;;;;;;;;;;;8.919;;;;;;;;;;;;;;;17.237;17.237;;;;;;;4.134;;;;;11.198;;;;;;;;;;;;;;11.198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;937.169;69.839;;;;;;;;;;;;;;;;;10.694;;10.694;;;;;;;;;;;;45.383;45.383;;;;;;;;;463;463;;;13.299;;;12.915;384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;;;8;;;;;;;;;;;;834.971;305.103;;;;;;;;;;;;;;;;;3.379;;526.489;;;;;;;;;;32.351;32.351;32.351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20710;LOG-IN
valores;3.116.573;737.876;725;;;;;;109.494;109.494;109.494;;;;;;;;;;;;;;138.406;45.611;;;;;;;;;;92.795;16.511;50.012;12.043;14.229;;;;;;;;;;;239.222;;;;;;;;;;;;;;191.212;51.753;51.753;51.753;;;;;;7.064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.378.697;128.673;;;;;;;;;;;;;;;;;34.453;;34.453;;;;;;;;;17.771;;;71.974;71.974;;;;4.475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;488;488;;;488;;;;;;;;;;;;2.239.052;2.239.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.484;10.484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20745;SLC AGRICOLA
valores;1.381.471;791.574;163.326;;;;;;29.180;;;;;;;;;;;29.180;29.180;;;;295.479;295.479;;;;;;;;;;;;;;;;;;;;;;;;;236.748;236.748;;;;;;;;;;;;;;908;908;;;;;;;0;;;;;65.933;;;;;;;;;;;;;;65.933;437;1.652;63.844;;;;;;;;;;;;;;;;;;;;;;;;;;;;589.897;581.162;;;;;;;;;;;;;;;;;397.124;397.124;;;163.536;163.536;;;;;;;;;;;;;;;;;;;2.398;;;2.398;18.104;;;212;12.876;0;5.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;3;;;;;;;;;;;;6.105;6.105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.627;2.627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20770;EZTEC
valores;22.599.586;9.400.239;738.048;738.048;;;;;3.138.308;3.138.308;;;;;;;;;;;;;;;1.361.945;1.361.945;1.109.851;252.094;;;;;;;;;;;;;;;;;;;;;;;2.249.314;2.249.314;;;;;;;;;;;;;693.040;868.638;868.638;868.638;;;;;;;;;;;350.946;;;;;;;;;;;;;;350.946;68.008;215.152;64.909;2.877;;;;;;;;;;;;;;;;;;;;;;;;;;;13.199.347;2.039.469;7.690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;893.100;893.100;;;;;;;;;;;;;1.138.679;;;19.548;1.008.235;99.818;11.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.040;10.040;;;10.040;;;;;;;;;;;;6.963.142;6.963.142;6.685.588;277.554;;;;;;;;;;;;;;;;;;;;;;;;;;;4.186.696;4.186.696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20788;MARFRIG
valores;600.948;263.471;24.852;;;;;;13.727;13.727;;;;;;;;;;;;;;;195.169;180.797;;;;;;;;;;14.372;;;;;;;;;;;;;;;1.118;;;;;;;;;;;;;;;10.178;;;;;;;;3.728;;;;;14.699;14.699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;337.477;27.924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.122;24.122;;;;;;;;;859;;;;2.943;;;2.943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144.864;144.864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;164.689;164.689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20800;TEGMA
valores;2.099.216;1.582.949;304.539;;;;;;;;;;;;;;;;;;;;;;641.746;641.746;;;;;;;;;;;;;;;;;;;;;;;;;589.664;;;;;;;;;;;;;;;4.553;4.553;;;;;;;39.402;39.402;;;;3.045;;;;;;;;;;;;;;3.045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;516.267;480.160;;;;;;;;;;;;;;;;;333.633;333.138;495;;144.482;;;;;;;;;;;;;;;2.045;2.045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.085;13.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.022;23.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20877;HELBOR
valores;3.309.362;8.634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.278.585;1.278.515;1.278.286;;;;;;;;;;;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.811.493;;;;;;;50.837;50.837;;;;;146.464;43.540;;102.924;;;;;;;;;;;;11.812;11.812;;;;;;1.537;1.537;;;;2010;20885;INDUSVAL
valores;6.791.338;4.585.296;864.936;403.551;461.385;;;;;;;;;;;;;;;;;;;;1.954.982;1.954.982;1.953.068;1.758;156;;;;;;;;;;;;;;;;;;;;;;1.360.889;540.863;31.097;704.164;76.918;7.847;;;;;;;;;;34.891;34.891;;;;;;;;;;;;369.598;;;;;;;;;;;;;;369.598;31.191;36.379;302.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.206.042;1.969.709;;;;;;;;;;;;0;0;;;;1.305.337;1.305.337;;;545.155;545.155;;;;;;;;;638;638;;;;18.358;18.358;;;;60.913;6.322;;54.591;39.308;;;39.308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155.705;;;;;;;;155.705;;;;;;;;51.180;45.469;;;;;;;;;;;;;;;;;;;5.711;;;;;;;;;;29.448;29.448;;23.593;5.855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20915;MRV
valores;2.628.350;1.292.481;151.855;;;;;;424.609;424.609;;424.609;;;;;;;;;;;;;79.780;79.780;;;;;;;;;;;;;;;;;;;;;;;;;163.571;;;;;;;;;;;;;;69.807;330.267;330.267;;;;;;;;;;;;72.592;;;;;;;;;;;;;;72.592;;72.592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.335.869;203.311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.552;62.552;;;;;;;;;6.241;;;6.241;134.518;;;109.106;12.059;13.353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;950.650;783.115;;;;;;;;;;;;;;;;;;;167.535;;;;;;;;;;181.908;181.908;;180.833;1.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20931;MINERVA
valores;9.746.222;70.192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.938.875;1.938.875;88.371;;;;;;;;;;;905.124;;;;;100.674;;;;458.025;;;;;;;386.681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.648.556;;;;;;;;;;;;;72.667;;;;;;;;;;;;;;;15.932;;;;;;;;;;;;2010;20958;ABC BRASIL
valores;2.684.031;1.293.760;141.274;;;;;;78;;;;;;;;;;;;;;;;501.160;501.160;;;;;;;;;;;;;;;;;;;;;;;;;544.042;;;;;;;;;;;;;;;24.933;24.933;;;;;;;;;;;;82.273;;;;;;;;;;;;;;82.273;57.579;7.079;17.615;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.390.271;231.285;;;;;;;;;;;;;;;;;4.938;4.938;;;;;;;;;;;;;126.231;126.231;;;;;;;;;9;;9;;100.107;25.946;;9.003;42.583;0;20.198;2.377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.082.263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.723;76.723;;76.723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20966;SPRINGS
valores;3.985.986;1.028.183;794.839;;;;;;;;;;;;;;;;;;;;;;180.122;180.122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.892;21.892;;;;;;;;;;;;31.330;;;;;;;;;;;;;;31.330;17.177;14.153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.957.803;110.018;;;;;;;;;;;;;;;;;36.154;36.154;;;33.183;;;;;;;;;;8.737;8.737;;;;;;;;;75;75;;;31.869;;;8.658;23.200;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.508.693;12.018;12.018;;;;;;2.496.675;;;;;;;;18.504;18.504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320.588;320.588;;320.588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20982;MULTIPLAN
valores;3.212.014;2.324.297;15.283;;;;;;790.707;790.707;;;790.707;;;;;;;;;;;;817.201;817.201;;;;;;;;;;;;;;;;;;;;;;;;;560.013;560.013;;;;;;;;;;;;;;54.919;54.919;54.919;;;;;;18.783;18.783;;;;67.391;;;;;;;;;;;;;;67.391;67.391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;887.717;169.202;;;;;;;;;;;;;;;;;1.051;;1.051;;;;;;;;;;;;134.943;134.943;;;;;;;;;19.361;;19.361;;13.847;;;13.847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131.949;131.949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586.566;586.566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;20990;B2W DIGITAL
valores;1.170.833;375.906;334.045;228;329.100;4.717;;;;;;;;;;;;;;;;;;;39.291;24.643;;;;;;;;;;14.648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.113;2.113;;;;;;;;;;;;457;;;;;;;;;;;;;;457;457;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;794.927;46.041;;;;;;;;;;;;;;;;;1.699;1.699;;;;;;;;;;;;;12.588;12.588;;;;;;;;;19.368;19.368;;;12.386;;;798;978;10.610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;699.919;;;;;;;;699.919;;;;;;;;18.066;14.504;;;;;;;;;;;;;;;;;;;3.562;;;;;;;;;;30.901;30.901;;25.154;5.747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;21008;GENERALSHOPP
valores;178.747;121.819;7.706;7.706;;;;;;;;;;;;;;;;;;;;;59.927;59.927;58.103;1.824;;;;;;;;;;;;;;;;;;;;;;;45.619;;;;;;;;;;;;;;;2.265;2.265;;;;;;;4.017;;;;;2.285;2.285;2.285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.928;5.617;;;;;;;;;;;;;;;;;1.299;;1.299;;;;;;;;;;;;;;;;;;;;;;0;;;;4.318;;;4.318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.057;1.057;;;1.057;;;;;;;;;;;;42.174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.080;8.080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;2100;CAMBUCI
valores;804.536;390.428;44.727;44.727;;;;;120.687;120.687;;;0;58.503;62.184;0;;;;;;;;;225.014;156.422;;;;;;;;;;68.592;7.051;6.213;14.531;;40.797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414.108;58.737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.337;15.337;;;;2.166;2.166;;;;3.153;;;3.153;38.081;;;38.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.728;7.500;;;7.500;;;;228;228;;;;;;;210.958;199.613;;;;;;;;;;;;;;;;;6.861;;4.484;;;;;;;;;;136.685;136.685;;136.685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;21016;ESTACIO PART
valores;1.766.690;468.889;36.494;;;;;;153.497;153.497;;;;;;;;;;;;;;;225.358;225.358;283.790;-58.432;;;;;;;;;;;;;;;;;;;;;;;8.222;;;;;;;;;;;;;;;27.073;27.073;27.073;0;;;;;;;;;;18.245;0;;;;;;;;;;;;;18.245;5.742;12.503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.297.801;202.706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91.968;91.968;;;;;;;;;2.662;;2.662;;108.076;;;28.715;74.884;4.477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199;199;;;199;;;;;;;;;;;;891.384;655.469;;;;;;;;;;;;;;;;;;;235.915;;;;;;;;;;203.512;203.512;72.406;77.478;53.628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;21032;ALGAR TELEC
valores;1.231.894;410.176;4.042;;;;;;336.983;336.983;;336.983;;;;;;;;;;;;;50.582;50.582;;;;;;;;;;;;;;;;;;;;;;;;;17.418;;;;;;;;;;;;;;;830;830;;;;;;;0;;;;;321;;;;;;;;;;;;;;321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;821.718;302.693;;;;;;;;;;;;;;;;;18.877;18.877;;;244.953;;;;;;;;;;;;;;;;;;;;3.739;;;3.739;35.124;;;13.188;14.337;7.599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;516.704;34.287;;;34.287;;;;482.417;;;;;;;;2.312;2.312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;21040;CYRE COM-CCP
